               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 322,            0.027191,           0.0089072,           0.0048882,             0.99219,                   1,               0.995,             0.77178,            0.013386,           0.0044255,           0.0024916,           0.0036442,           0.0036442,           0.0036442
                 323,            0.025274,            0.009292,           0.0074846,             0.99339,                   1,               0.995,             0.82773,            0.011324,           0.0041931,           0.0024671,           0.0036244,           0.0036244,           0.0036244
                 324,             0.02326,            0.011357,           0.0083341,             0.99339,                   1,               0.995,             0.82773,            0.011324,           0.0041931,           0.0024671,           0.0036046,           0.0036046,           0.0036046
                 325,            0.025756,            0.011539,           0.0058579,             0.99238,                   1,               0.995,             0.75787,            0.015565,           0.0043759,           0.0024771,           0.0035848,           0.0035848,           0.0035848
                 326,            0.028029,           0.0056177,           0.0048947,             0.99238,                   1,               0.995,             0.75787,            0.015565,           0.0043759,           0.0024771,            0.003565,            0.003565,            0.003565
                 327,            0.029141,            0.009914,           0.0059344,             0.99326,                   1,               0.995,               0.798,            0.012714,           0.0041867,           0.0024643,           0.0035452,           0.0035452,           0.0035452
                 328,            0.023703,           0.0079669,           0.0083038,             0.99326,                   1,               0.995,               0.798,            0.012714,           0.0041867,           0.0024643,           0.0035254,           0.0035254,           0.0035254
                 329,            0.023768,           0.0060749,           0.0055171,             0.99277,                   1,               0.995,             0.76628,            0.011849,            0.004143,           0.0024575,           0.0035056,           0.0035056,           0.0035056
                 330,            0.026634,            0.010107,           0.0083474,             0.99277,                   1,               0.995,             0.76628,            0.011849,            0.004143,           0.0024575,           0.0034858,           0.0034858,           0.0034858
                 331,            0.027178,            0.011012,           0.0073997,             0.99138,                   1,               0.995,             0.76464,            0.015274,           0.0042286,           0.0024479,            0.003466,            0.003466,            0.003466
                 332,            0.024193,           0.0070871,           0.0050784,             0.99138,                   1,               0.995,             0.76464,            0.015274,           0.0042286,           0.0024479,           0.0034462,           0.0034462,           0.0034462
                 333,            0.025082,           0.0083199,           0.0053095,             0.99157,                   1,               0.995,             0.80715,            0.013335,           0.0041804,           0.0024337,           0.0034264,           0.0034264,           0.0034264
                 334,            0.022116,            0.011059,            0.004568,             0.99157,                   1,               0.995,             0.80715,            0.013335,           0.0041804,           0.0024337,           0.0034066,           0.0034066,           0.0034066
                 335,            0.021221,           0.0084449,           0.0066821,             0.99245,                   1,               0.995,             0.80145,            0.013246,            0.004166,           0.0024419,           0.0033868,           0.0033868,           0.0033868
                 336,            0.026798,           0.0071008,           0.0060929,             0.99245,                   1,               0.995,             0.80145,            0.013246,            0.004166,           0.0024419,            0.003367,            0.003367,            0.003367
                 337,            0.026091,            0.010146,           0.0077495,              0.9912,                   1,               0.995,             0.79861,            0.011518,           0.0040354,           0.0024673,           0.0033472,           0.0033472,           0.0033472
                 338,            0.022875,           0.0094409,           0.0060541,              0.9912,                   1,               0.995,             0.79861,            0.011518,           0.0040354,           0.0024673,           0.0033274,           0.0033274,           0.0033274
                 339,            0.024776,           0.0061952,           0.0075499,             0.99145,                   1,               0.995,             0.82528,            0.012243,           0.0041148,            0.002448,           0.0033076,           0.0033076,           0.0033076
                 340,             0.02493,           0.0070333,            0.014035,             0.99145,                   1,               0.995,             0.82528,            0.012243,           0.0041148,            0.002448,           0.0032878,           0.0032878,           0.0032878
                 341,            0.021867,           0.0079712,           0.0042098,             0.99289,                   1,               0.995,             0.82844,            0.011873,           0.0041392,           0.0024374,            0.003268,            0.003268,            0.003268
                 342,            0.022925,            0.011266,           0.0043748,             0.99289,                   1,               0.995,             0.82844,            0.011873,           0.0041392,           0.0024374,           0.0032482,           0.0032482,           0.0032482
                 343,            0.021934,           0.0066492,            0.004604,             0.99345,                   1,               0.995,             0.79608,            0.012177,           0.0041982,           0.0024169,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017379,           0.0066346,           0.0050947,             0.99345,                   1,               0.995,             0.79608,            0.012177,           0.0041982,           0.0024169,           0.0032086,           0.0032086,           0.0032086
                 345,            0.021244,            0.012714,           0.0063132,             0.99449,                   1,               0.995,             0.81436,            0.010248,           0.0040404,           0.0023987,           0.0031888,           0.0031888,           0.0031888
                 346,            0.021648,           0.0085154,           0.0056283,             0.99449,                   1,               0.995,             0.81436,            0.010248,           0.0040404,           0.0023987,            0.003169,            0.003169,            0.003169
                 347,            0.022876,            0.010981,           0.0057772,             0.99364,                   1,               0.995,             0.79768,            0.013472,           0.0041511,           0.0023594,           0.0031492,           0.0031492,           0.0031492
                 348,            0.020742,            0.011841,            0.004479,             0.99364,                   1,               0.995,             0.79768,            0.013472,           0.0041511,           0.0023594,           0.0031294,           0.0031294,           0.0031294
                 349,            0.022395,            0.012817,           0.0058744,              0.9932,                   1,               0.995,              0.8068,            0.012332,           0.0040911,           0.0023558,           0.0031096,           0.0031096,           0.0031096
                 350,             0.03054,           0.0076148,           0.0067202,              0.9932,                   1,               0.995,              0.8068,            0.012332,           0.0040911,           0.0023558,           0.0030898,           0.0030898,           0.0030898
                 351,             0.02398,           0.0053369,           0.0056289,             0.99298,                   1,               0.995,             0.78311,             0.01252,           0.0041157,           0.0023535,             0.00307,             0.00307,             0.00307
                 352,            0.020462,           0.0065894,           0.0050246,             0.99298,                   1,               0.995,             0.78311,             0.01252,           0.0041157,           0.0023535,           0.0030502,           0.0030502,           0.0030502
                 353,             0.02391,            0.010421,            0.005355,              0.9926,                   1,               0.995,             0.79795,            0.013132,            0.004191,           0.0023424,           0.0030304,           0.0030304,           0.0030304
                 354,            0.022845,            0.010207,           0.0049047,              0.9926,                   1,               0.995,             0.79795,            0.013132,            0.004191,           0.0023424,           0.0030106,           0.0030106,           0.0030106
                 355,            0.025375,            0.007182,           0.0067633,             0.99236,                   1,               0.995,             0.77327,            0.013808,           0.0041671,            0.002322,           0.0029908,           0.0029908,           0.0029908
                 356,            0.025354,           0.0065401,           0.0052215,             0.99236,                   1,               0.995,             0.77327,            0.013808,           0.0041671,            0.002322,            0.002971,            0.002971,            0.002971
                 357,            0.023032,           0.0082185,           0.0051335,             0.99293,                   1,               0.995,             0.81851,             0.01208,           0.0040178,           0.0022732,           0.0029512,           0.0029512,           0.0029512
                 358,            0.027013,            0.008162,           0.0058799,             0.99293,                   1,               0.995,             0.81851,             0.01208,           0.0040178,           0.0022732,           0.0029314,           0.0029314,           0.0029314
                 359,            0.024876,            0.012434,           0.0052426,             0.99283,                   1,               0.995,             0.83615,            0.011756,           0.0039961,           0.0022551,           0.0029116,           0.0029116,           0.0029116
                 360,            0.024005,            0.010134,           0.0066743,             0.99283,                   1,               0.995,             0.83615,            0.011756,           0.0039961,           0.0022551,           0.0028918,           0.0028918,           0.0028918
                 361,             0.02667,           0.0094775,           0.0065316,             0.99369,                   1,               0.995,             0.75906,            0.014002,           0.0040192,           0.0022221,            0.002872,            0.002872,            0.002872
                 362,            0.021978,           0.0080491,           0.0054037,             0.99369,                   1,               0.995,             0.75906,            0.014002,           0.0040192,           0.0022221,           0.0028522,           0.0028522,           0.0028522
                 363,            0.022442,            0.010103,           0.0058669,             0.99415,                   1,               0.995,             0.83668,             0.01033,            0.003842,           0.0021918,           0.0028324,           0.0028324,           0.0028324
                 364,            0.018463,           0.0086433,           0.0058284,             0.99415,                   1,               0.995,             0.83668,             0.01033,            0.003842,           0.0021918,           0.0028126,           0.0028126,           0.0028126
                 365,            0.020789,           0.0081408,            0.015242,             0.99372,                   1,               0.995,             0.80694,            0.011839,           0.0039383,           0.0021646,           0.0027928,           0.0027928,           0.0027928
                 366,            0.024798,           0.0079515,            0.011295,             0.99372,                   1,               0.995,             0.80694,            0.011839,           0.0039383,           0.0021646,            0.002773,            0.002773,            0.002773
                 367,             0.01732,            0.009339,           0.0091746,             0.99358,                   1,               0.995,             0.82248,            0.010282,           0.0038355,           0.0021339,           0.0027532,           0.0027532,           0.0027532
                 368,            0.022067,           0.0083996,           0.0056356,             0.99358,                   1,               0.995,             0.82248,            0.010282,           0.0038355,           0.0021339,           0.0027334,           0.0027334,           0.0027334
                 369,              0.0198,           0.0080699,           0.0052757,             0.99344,                   1,               0.995,             0.80362,            0.010555,           0.0038546,           0.0021279,           0.0027136,           0.0027136,           0.0027136
                 370,            0.023121,           0.0070224,            0.011028,             0.99344,                   1,               0.995,             0.80362,            0.010555,           0.0038546,           0.0021279,           0.0026938,           0.0026938,           0.0026938
                 371,            0.020149,           0.0068305,           0.0045955,             0.99247,                   1,               0.995,             0.82715,            0.011205,           0.0039065,           0.0021159,            0.002674,            0.002674,            0.002674
                 372,            0.025962,            0.009278,           0.0051447,             0.99247,                   1,               0.995,             0.82715,            0.011205,           0.0039065,           0.0021159,           0.0026542,           0.0026542,           0.0026542
                 373,            0.020679,           0.0074216,           0.0050331,              0.9927,                   1,               0.995,             0.81696,            0.012975,           0.0040033,           0.0021032,           0.0026344,           0.0026344,           0.0026344
                 374,            0.026063,           0.0078682,           0.0071269,              0.9927,                   1,               0.995,             0.81696,            0.012975,           0.0040033,           0.0021032,           0.0026146,           0.0026146,           0.0026146
                 375,            0.019704,           0.0093633,           0.0051692,             0.99258,                   1,               0.995,             0.81534,            0.011778,           0.0039464,           0.0021003,           0.0025948,           0.0025948,           0.0025948
                 376,            0.020764,           0.0090971,           0.0043469,             0.99258,                   1,               0.995,             0.81534,            0.011778,           0.0039464,           0.0021003,            0.002575,            0.002575,            0.002575
                 377,            0.023664,           0.0066682,            0.004248,             0.99252,                   1,               0.995,             0.80656,            0.011151,           0.0039285,           0.0020921,           0.0025552,           0.0025552,           0.0025552
                 378,            0.023485,           0.0075023,           0.0035783,             0.99252,                   1,               0.995,             0.80656,            0.011151,           0.0039285,           0.0020921,           0.0025354,           0.0025354,           0.0025354
                 379,            0.026043,            0.010115,           0.0060322,             0.99253,                   1,               0.995,             0.80538,            0.011184,           0.0039545,           0.0020862,           0.0025156,           0.0025156,           0.0025156
                 380,            0.022875,            0.010374,           0.0040812,             0.99253,                   1,               0.995,             0.80538,            0.011184,           0.0039545,           0.0020862,           0.0024958,           0.0024958,           0.0024958
                 381,            0.025332,           0.0085611,           0.0046524,             0.99242,                   1,               0.995,             0.81052,            0.012254,           0.0039788,           0.0020696,            0.002476,            0.002476,            0.002476
                 382,            0.023781,            0.011604,           0.0048058,             0.99242,                   1,               0.995,             0.81052,            0.012254,           0.0039788,           0.0020696,           0.0024562,           0.0024562,           0.0024562
                 383,            0.023964,           0.0081101,           0.0045002,             0.99273,                   1,               0.995,             0.78839,            0.010757,           0.0038826,           0.0020612,           0.0024364,           0.0024364,           0.0024364
                 384,            0.018345,           0.0074221,            0.003879,             0.99273,                   1,               0.995,             0.78839,            0.010757,           0.0038826,           0.0020612,           0.0024166,           0.0024166,           0.0024166
                 385,            0.024443,           0.0077998,           0.0092454,             0.99331,                   1,               0.995,             0.84603,            0.011049,           0.0038975,           0.0020524,           0.0023968,           0.0023968,           0.0023968
                 386,            0.020738,           0.0097048,           0.0056044,             0.99331,                   1,               0.995,             0.84603,            0.011049,           0.0038975,           0.0020524,            0.002377,            0.002377,            0.002377
                 387,             0.01692,           0.0058331,           0.0062833,             0.99365,                   1,               0.995,             0.82318,            0.010904,           0.0039067,           0.0020388,           0.0023572,           0.0023572,           0.0023572
                 388,            0.021489,           0.0092908,           0.0062726,             0.99365,                   1,               0.995,             0.82318,            0.010904,           0.0039067,           0.0020388,           0.0023374,           0.0023374,           0.0023374
                 389,            0.023067,           0.0068215,            0.010839,              0.9939,                   1,               0.995,             0.80933,            0.010335,           0.0038835,           0.0020348,           0.0023176,           0.0023176,           0.0023176
                 390,            0.021761,           0.0092056,            0.010652,              0.9939,                   1,               0.995,             0.80933,            0.010335,           0.0038835,           0.0020348,           0.0022978,           0.0022978,           0.0022978
                 391,            0.022863,           0.0070571,           0.0068399,              0.9936,                   1,               0.995,             0.81491,            0.010564,           0.0039058,           0.0020274,            0.002278,            0.002278,            0.002278
                 392,            0.022041,           0.0063167,            0.007847,              0.9936,                   1,               0.995,             0.81491,            0.010564,           0.0039058,           0.0020274,           0.0022582,           0.0022582,           0.0022582
                 393,            0.026114,           0.0062958,           0.0049236,             0.99392,                   1,               0.995,             0.78158,            0.012656,           0.0040095,             0.00201,           0.0022384,           0.0022384,           0.0022384
                 394,            0.023688,           0.0087808,           0.0045861,             0.99392,                   1,               0.995,             0.78158,            0.012656,           0.0040095,             0.00201,           0.0022186,           0.0022186,           0.0022186
                 395,            0.020295,           0.0072224,             0.01063,             0.99403,                   1,               0.995,             0.79452,            0.011605,           0.0039898,            0.001984,           0.0021988,           0.0021988,           0.0021988
                 396,             0.02096,           0.0090074,           0.0042767,             0.99403,                   1,               0.995,             0.79452,            0.011605,           0.0039898,            0.001984,            0.002179,            0.002179,            0.002179
                 397,            0.022229,           0.0077543,           0.0043099,             0.99408,                   1,               0.995,             0.78289,            0.011868,           0.0039988,           0.0019787,           0.0021592,           0.0021592,           0.0021592
                 398,            0.021093,              0.0109,           0.0075761,             0.99408,                   1,               0.995,             0.78289,            0.011868,           0.0039988,           0.0019787,           0.0021394,           0.0021394,           0.0021394
                 399,            0.018839,           0.0082641,           0.0031545,              0.9944,                   1,               0.995,             0.80174,             0.01112,           0.0039559,           0.0019884,           0.0021196,           0.0021196,           0.0021196
                 400,            0.023207,           0.0067477,             0.01354,              0.9944,                   1,               0.995,             0.80174,             0.01112,           0.0039559,           0.0019884,           0.0020998,           0.0020998,           0.0020998
                 401,            0.023588,            0.011918,           0.0080536,             0.99426,                   1,               0.995,             0.79092,            0.009889,           0.0038636,           0.0020022,             0.00208,             0.00208,             0.00208
                 402,            0.016131,           0.0051788,           0.0025876,             0.99426,                   1,               0.995,             0.79092,            0.009889,           0.0038636,           0.0020022,           0.0020602,           0.0020602,           0.0020602
                 403,            0.018317,           0.0083787,           0.0052308,             0.99421,                   1,               0.995,             0.77065,            0.012605,           0.0040695,           0.0020114,           0.0020404,           0.0020404,           0.0020404
                 404,            0.022659,           0.0062573,           0.0053043,             0.99421,                   1,               0.995,             0.77065,            0.012605,           0.0040695,           0.0020114,           0.0020206,           0.0020206,           0.0020206
                 405,            0.019763,           0.0063145,           0.0049402,             0.99443,                   1,               0.995,             0.79968,            0.010103,           0.0039538,           0.0020181,           0.0020008,           0.0020008,           0.0020008
                 406,            0.016503,           0.0074616,           0.0053764,             0.99443,                   1,               0.995,             0.79968,            0.010103,           0.0039538,           0.0020181,            0.001981,            0.001981,            0.001981
                 407,            0.019086,           0.0084614,           0.0078438,             0.99441,                   1,               0.995,             0.80306,            0.010462,           0.0039888,           0.0020208,           0.0019612,           0.0019612,           0.0019612
                 408,            0.020276,           0.0082804,           0.0080875,             0.99441,                   1,               0.995,             0.80306,            0.010462,           0.0039888,           0.0020208,           0.0019414,           0.0019414,           0.0019414
                 409,            0.023886,            0.011478,           0.0062033,             0.99389,                   1,               0.995,             0.78534,            0.010953,           0.0039779,            0.002012,           0.0019216,           0.0019216,           0.0019216
                 410,            0.021198,           0.0064656,           0.0053195,             0.99389,                   1,               0.995,             0.78534,            0.010953,           0.0039779,            0.002012,           0.0019018,           0.0019018,           0.0019018
                 411,             0.01977,            0.010362,           0.0092255,               0.994,                   1,               0.995,             0.80631,           0.0098421,           0.0038791,            0.001998,            0.001882,            0.001882,            0.001882
                 412,            0.020895,           0.0080173,             0.01122,               0.994,                   1,               0.995,             0.80631,           0.0098421,           0.0038791,            0.001998,           0.0018622,           0.0018622,           0.0018622
                 413,            0.021031,            0.010245,            0.011974,             0.99318,                   1,               0.995,             0.80829,           0.0098349,           0.0038541,           0.0019981,           0.0018424,           0.0018424,           0.0018424
                 414,            0.021478,            0.010064,           0.0052371,             0.99318,                   1,               0.995,             0.80829,           0.0098349,           0.0038541,           0.0019981,           0.0018226,           0.0018226,           0.0018226
                 415,            0.021066,           0.0097438,           0.0032267,             0.99408,                   1,               0.995,             0.79703,            0.010294,           0.0038534,            0.001989,           0.0018028,           0.0018028,           0.0018028
                 416,            0.020178,            0.010095,           0.0048965,             0.99408,                   1,               0.995,             0.79703,            0.010294,           0.0038534,            0.001989,            0.001783,            0.001783,            0.001783
                 417,            0.021995,           0.0091185,           0.0073344,             0.99417,                   1,               0.995,             0.79119,            0.010169,           0.0038644,           0.0019923,           0.0017632,           0.0017632,           0.0017632
                 418,            0.020286,           0.0098236,           0.0050155,             0.99417,                   1,               0.995,             0.79119,            0.010169,           0.0038644,           0.0019923,           0.0017434,           0.0017434,           0.0017434
                 419,            0.018715,           0.0096287,           0.0048779,              0.9935,                   1,               0.995,             0.82306,            0.009634,           0.0038374,           0.0019912,           0.0017236,           0.0017236,           0.0017236
                 420,            0.018929,           0.0092794,           0.0061517,              0.9935,                   1,               0.995,             0.82306,            0.009634,           0.0038374,           0.0019912,           0.0017038,           0.0017038,           0.0017038
                 421,            0.017313,            0.006921,           0.0047058,             0.99454,                   1,               0.995,             0.82851,            0.010301,           0.0039346,           0.0019854,            0.001684,            0.001684,            0.001684
                 422,            0.020073,           0.0074497,           0.0060766,             0.99454,                   1,               0.995,             0.82851,            0.010301,           0.0039346,           0.0019854,           0.0016642,           0.0016642,           0.0016642
                 423,            0.018574,            0.007719,           0.0034741,              0.9928,                   1,               0.995,             0.79698,            0.011227,           0.0040013,           0.0019652,           0.0016444,           0.0016444,           0.0016444
                 424,            0.022734,           0.0091226,           0.0076615,              0.9928,                   1,               0.995,             0.79698,            0.011227,           0.0040013,           0.0019652,           0.0016246,           0.0016246,           0.0016246
                 425,            0.022725,           0.0071919,           0.0060556,             0.99385,                   1,               0.995,             0.83964,            0.009647,           0.0039192,           0.0019483,           0.0016048,           0.0016048,           0.0016048
                 426,            0.019441,           0.0099945,           0.0051583,             0.99385,                   1,               0.995,             0.83964,            0.009647,           0.0039192,           0.0019483,            0.001585,            0.001585,            0.001585
                 427,             0.01992,           0.0088458,           0.0056365,             0.99376,                   1,               0.995,             0.82788,           0.0096258,           0.0039326,           0.0019307,           0.0015652,           0.0015652,           0.0015652
                 428,            0.018371,           0.0077625,           0.0054882,             0.99376,                   1,               0.995,             0.82788,           0.0096258,           0.0039326,           0.0019307,           0.0015454,           0.0015454,           0.0015454
                 429,            0.016858,           0.0083537,            0.004329,             0.99456,                   1,               0.995,             0.84614,           0.0090822,           0.0038436,           0.0019132,           0.0015256,           0.0015256,           0.0015256
                 430,            0.016366,           0.0080437,           0.0041351,             0.99456,                   1,               0.995,             0.84614,           0.0090822,           0.0038436,           0.0019132,           0.0015058,           0.0015058,           0.0015058
                 431,            0.017851,           0.0080385,           0.0064373,             0.99445,                   1,               0.995,              0.8468,           0.0094952,           0.0038482,           0.0018934,            0.001486,            0.001486,            0.001486
                 432,             0.01683,           0.0080498,           0.0040426,             0.99445,                   1,               0.995,              0.8468,           0.0094952,           0.0038482,           0.0018934,           0.0014662,           0.0014662,           0.0014662
                 433,            0.017561,            0.006799,            0.005748,             0.99372,                   1,               0.995,             0.84095,           0.0086494,           0.0037439,             0.00187,           0.0014464,           0.0014464,           0.0014464
                 434,            0.021038,           0.0096782,           0.0053984,             0.99372,                   1,               0.995,             0.84095,           0.0086494,           0.0037439,             0.00187,           0.0014266,           0.0014266,           0.0014266
                 435,            0.020555,           0.0071681,            0.012267,             0.99449,                   1,               0.995,             0.84267,           0.0085097,           0.0037191,           0.0018433,           0.0014068,           0.0014068,           0.0014068
                 436,            0.019443,           0.0083501,           0.0062347,             0.99449,                   1,               0.995,             0.84267,           0.0085097,           0.0037191,           0.0018433,            0.001387,            0.001387,            0.001387
                 437,            0.018885,           0.0076067,           0.0045739,             0.99419,                   1,               0.995,             0.84663,           0.0091438,           0.0037482,           0.0018228,           0.0013672,           0.0013672,           0.0013672
                 438,             0.01933,           0.0099887,           0.0088649,             0.99419,                   1,               0.995,             0.84663,           0.0091438,           0.0037482,           0.0018228,           0.0013474,           0.0013474,           0.0013474
                 439,            0.017858,           0.0083901,           0.0076752,             0.99423,                   1,               0.995,             0.86843,           0.0087354,           0.0037039,           0.0018067,           0.0013276,           0.0013276,           0.0013276
                 440,            0.019903,           0.0079546,           0.0076857,             0.99423,                   1,               0.995,             0.86843,           0.0087354,           0.0037039,           0.0018067,           0.0013078,           0.0013078,           0.0013078
                 441,            0.017663,           0.0084105,             0.00459,             0.99402,                   1,               0.995,             0.81924,            0.010275,           0.0038361,           0.0017976,            0.001288,            0.001288,            0.001288
                 442,            0.019212,            0.009326,           0.0038798,             0.99402,                   1,               0.995,             0.81924,            0.010275,           0.0038361,           0.0017976,           0.0012682,           0.0012682,           0.0012682
                 443,            0.023308,           0.0080145,           0.0044461,             0.99338,                   1,               0.995,             0.80374,           0.0098548,           0.0038484,           0.0017988,           0.0012484,           0.0012484,           0.0012484
                 444,            0.019099,           0.0067877,           0.0080828,             0.99338,                   1,               0.995,             0.80374,           0.0098548,           0.0038484,           0.0017988,           0.0012286,           0.0012286,           0.0012286
                 445,            0.019345,           0.0092945,           0.0047118,             0.99204,                   1,               0.995,             0.83964,           0.0088752,           0.0038348,           0.0017937,           0.0012088,           0.0012088,           0.0012088
                 446,            0.022101,            0.012123,           0.0040099,             0.99204,                   1,               0.995,             0.83964,           0.0088752,           0.0038348,           0.0017937,            0.001189,            0.001189,            0.001189
                 447,            0.019671,           0.0094699,           0.0057917,             0.99185,                   1,               0.995,             0.84291,           0.0093923,           0.0038834,           0.0017881,           0.0011692,           0.0011692,           0.0011692
                 448,            0.017768,            0.009799,           0.0046842,             0.99185,                   1,               0.995,             0.84291,           0.0093923,           0.0038834,           0.0017881,           0.0011494,           0.0011494,           0.0011494
                 449,            0.014948,           0.0074549,            0.004441,             0.99298,                   1,               0.995,               0.855,           0.0095904,           0.0038893,           0.0017765,           0.0011296,           0.0011296,           0.0011296
                 450,            0.018618,           0.0077854,           0.0063175,             0.99298,                   1,               0.995,               0.855,           0.0095904,           0.0038893,           0.0017765,           0.0011098,           0.0011098,           0.0011098
                 451,            0.017983,           0.0088513,           0.0047007,             0.99296,                   1,               0.995,             0.86492,           0.0089362,           0.0038285,           0.0017589,             0.00109,             0.00109,             0.00109
                 452,            0.016076,           0.0088237,           0.0052706,             0.99296,                   1,               0.995,             0.86492,           0.0089362,           0.0038285,           0.0017589,           0.0010702,           0.0010702,           0.0010702
                 453,             0.02265,           0.0050133,           0.0085602,             0.99297,                   1,               0.995,             0.85342,           0.0090802,           0.0038523,           0.0017454,           0.0010504,           0.0010504,           0.0010504
                 454,            0.017338,           0.0072083,           0.0044263,             0.99297,                   1,               0.995,             0.85342,           0.0090802,           0.0038523,           0.0017454,           0.0010306,           0.0010306,           0.0010306
                 455,            0.017634,           0.0082185,            0.005614,             0.99223,                   1,               0.995,             0.86699,           0.0088491,           0.0038095,           0.0017319,           0.0010108,           0.0010108,           0.0010108
                 456,            0.016978,           0.0064549,           0.0057262,             0.99223,                   1,               0.995,             0.86699,           0.0088491,           0.0038095,           0.0017319,            0.000991,            0.000991,            0.000991
                 457,            0.018391,            0.011836,           0.0055289,              0.9932,                   1,               0.995,             0.85235,           0.0087833,           0.0037785,           0.0017231,           0.0009712,           0.0009712,           0.0009712
                 458,            0.018627,           0.0087359,           0.0039225,              0.9932,                   1,               0.995,             0.85235,           0.0087833,           0.0037785,           0.0017231,           0.0009514,           0.0009514,           0.0009514
                 459,            0.017204,           0.0065398,           0.0052248,              0.9933,                   1,               0.995,             0.86326,           0.0090953,           0.0037771,           0.0017142,           0.0009316,           0.0009316,           0.0009316
                 460,            0.018023,           0.0076414,           0.0077308,              0.9933,                   1,               0.995,             0.86326,           0.0090953,           0.0037771,           0.0017142,           0.0009118,           0.0009118,           0.0009118
                 461,            0.018901,            0.008209,           0.0070419,             0.99323,                   1,               0.995,              0.8776,           0.0088657,           0.0037672,           0.0017098,            0.000892,            0.000892,            0.000892
                 462,            0.022245,           0.0092312,           0.0084635,             0.99323,                   1,               0.995,              0.8776,           0.0088657,           0.0037672,           0.0017098,           0.0008722,           0.0008722,           0.0008722
                 463,            0.020843,           0.0092933,            0.007124,             0.99342,                   1,               0.995,             0.85803,           0.0093967,           0.0038308,            0.001707,           0.0008524,           0.0008524,           0.0008524
                 464,            0.019902,           0.0089067,           0.0064947,             0.99342,                   1,               0.995,             0.85803,           0.0093967,           0.0038308,            0.001707,           0.0008326,           0.0008326,           0.0008326
                 465,            0.017694,             0.00717,           0.0053643,             0.99341,                   1,               0.995,             0.86166,           0.0091496,           0.0038023,           0.0016939,           0.0008128,           0.0008128,           0.0008128
                 466,            0.015019,           0.0064648,            0.003089,             0.99341,                   1,               0.995,             0.86166,           0.0091496,           0.0038023,           0.0016939,            0.000793,            0.000793,            0.000793
                 467,              0.0209,             0.00911,           0.0077977,             0.99335,                   1,               0.995,             0.86168,           0.0087902,           0.0037594,           0.0016895,           0.0007732,           0.0007732,           0.0007732
                 468,            0.018829,             0.00892,            0.006025,             0.99335,                   1,               0.995,             0.86168,           0.0087902,           0.0037594,           0.0016895,           0.0007534,           0.0007534,           0.0007534
                 469,            0.016455,           0.0078266,           0.0042529,             0.99336,                   1,               0.995,             0.87422,           0.0086984,           0.0037588,           0.0016846,           0.0007336,           0.0007336,           0.0007336
                 470,            0.015807,           0.0044046,           0.0067539,             0.99336,                   1,               0.995,             0.87422,           0.0086984,           0.0037588,           0.0016846,           0.0007138,           0.0007138,           0.0007138
                 471,            0.017298,           0.0097653,            0.003634,              0.9932,                   1,               0.995,              0.8728,           0.0091684,           0.0038265,            0.001682,            0.000694,            0.000694,            0.000694
                 472,            0.014383,            0.007181,           0.0042756,              0.9932,                   1,               0.995,              0.8728,           0.0091684,           0.0038265,            0.001682,           0.0006742,           0.0006742,           0.0006742
                 473,            0.018632,           0.0064164,           0.0057108,             0.99311,                   1,               0.995,             0.87892,           0.0088047,            0.003812,           0.0016812,           0.0006544,           0.0006544,           0.0006544
                 474,            0.015757,           0.0067249,           0.0048394,             0.99311,                   1,               0.995,             0.87892,           0.0088047,            0.003812,           0.0016812,           0.0006346,           0.0006346,           0.0006346
                 475,            0.017483,            0.011546,           0.0042853,             0.99311,                   1,               0.995,             0.87097,           0.0087602,           0.0038066,           0.0016814,           0.0006148,           0.0006148,           0.0006148
                 476,            0.015592,           0.0087203,           0.0026457,             0.99311,                   1,               0.995,             0.87097,           0.0087602,           0.0038066,           0.0016814,            0.000595,            0.000595,            0.000595
                 477,            0.013884,           0.0076334,           0.0030291,              0.9931,                   1,               0.995,              0.8707,           0.0087246,           0.0037701,           0.0016818,           0.0005752,           0.0005752,           0.0005752
                 478,             0.01745,           0.0075571,           0.0059297,              0.9931,                   1,               0.995,              0.8707,           0.0087246,           0.0037701,           0.0016818,           0.0005554,           0.0005554,           0.0005554
                 479,            0.018781,            0.010235,            0.004418,             0.99326,                   1,               0.995,             0.85899,           0.0085467,           0.0037474,           0.0016749,           0.0005356,           0.0005356,           0.0005356
                 480,            0.019507,           0.0086088,           0.0031532,             0.99326,                   1,               0.995,             0.85899,           0.0085467,           0.0037474,           0.0016749,           0.0005158,           0.0005158,           0.0005158
                 481,            0.015774,           0.0070376,           0.0048596,             0.99364,                   1,               0.995,             0.84457,           0.0084688,           0.0037332,           0.0016596,            0.000496,            0.000496,            0.000496
                 482,            0.020212,           0.0074987,           0.0053068,             0.99364,                   1,               0.995,             0.84457,           0.0084688,           0.0037332,           0.0016596,           0.0004762,           0.0004762,           0.0004762
                 483,            0.015009,           0.0074703,           0.0048963,             0.99372,                   1,               0.995,             0.85861,            0.008354,           0.0037093,            0.001647,           0.0004564,           0.0004564,           0.0004564
                 484,            0.021804,           0.0087947,           0.0092577,             0.99372,                   1,               0.995,             0.85861,            0.008354,           0.0037093,            0.001647,           0.0004366,           0.0004366,           0.0004366
